,Exchange,Token,LotSize,Symbol,TradingSymbol,Expiry,Instrument,OptionType,StrikePrice,TickSize,Unnamed: 10
678,NFO,57830,25,BANKNIFTY,BANKNIFTY23FEB23P40100,23-FEB-2023,OPTIDX,PE,40100.0,0.05,
679,NFO,57829,25,BANKNIFTY,BANKNIFTY23FEB23C40100,23-FEB-2023,OPTIDX,CE,40100.0,0.05,
680,NFO,57828,25,BANKNIFTY,BANKNIFTY23FEB23P40000,23-FEB-2023,OPTIDX,PE,40000.0,0.05,
681,NFO,57827,25,BANKNIFTY,BANKNIFTY23FEB23C40000,23-FEB-2023,OPTIDX,CE,40000.0,0.05,
682,NFO,57826,25,BANKNIFTY,BANKNIFTY23FEB23P39900,23-FEB-2023,OPTIDX,PE,39900.0,0.05,
683,NFO,57825,25,BANKNIFTY,BANKNIFTY23FEB23C39900,23-FEB-2023,OPTIDX,CE,39900.0,0.05,
684,NFO,57824,25,BANKNIFTY,BANKNIFTY23FEB23P39800,23-FEB-2023,OPTIDX,PE,39800.0,0.05,
685,NFO,57823,25,BANKNIFTY,BANKNIFTY23FEB23C39800,23-FEB-2023,OPTIDX,CE,39800.0,0.05,
686,NFO,57822,25,BANKNIFTY,BANKNIFTY23FEB23P39700,23-FEB-2023,OPTIDX,PE,39700.0,0.05,
687,NFO,57821,25,BANKNIFTY,BANKNIFTY23FEB23C39700,23-FEB-2023,OPTIDX,CE,39700.0,0.05,
688,NFO,57820,25,BANKNIFTY,BANKNIFTY23FEB23P39600,23-FEB-2023,OPTIDX,PE,39600.0,0.05,
689,NFO,57819,25,BANKNIFTY,BANKNIFTY23FEB23C39600,23-FEB-2023,OPTIDX,CE,39600.0,0.05,
690,NFO,57818,25,BANKNIFTY,BANKNIFTY23FEB23P39500,23-FEB-2023,OPTIDX,PE,39500.0,0.05,
691,NFO,57817,25,BANKNIFTY,BANKNIFTY23FEB23C39500,23-FEB-2023,OPTIDX,CE,39500.0,0.05,
692,NFO,57816,25,BANKNIFTY,BANKNIFTY23FEB23P39400,23-FEB-2023,OPTIDX,PE,39400.0,0.05,
693,NFO,57815,25,BANKNIFTY,BANKNIFTY23FEB23C39400,23-FEB-2023,OPTIDX,CE,39400.0,0.05,
694,NFO,57814,25,BANKNIFTY,BANKNIFTY23FEB23P39300,23-FEB-2023,OPTIDX,PE,39300.0,0.05,
695,NFO,57813,25,BANKNIFTY,BANKNIFTY23FEB23C39300,23-FEB-2023,OPTIDX,CE,39300.0,0.05,
696,NFO,57812,25,BANKNIFTY,BANKNIFTY23FEB23P39200,23-FEB-2023,OPTIDX,PE,39200.0,0.05,
697,NFO,57811,25,BANKNIFTY,BANKNIFTY23FEB23C39200,23-FEB-2023,OPTIDX,CE,39200.0,0.05,
698,NFO,57810,25,BANKNIFTY,BANKNIFTY23FEB23P39100,23-FEB-2023,OPTIDX,PE,39100.0,0.05,
699,NFO,57809,25,BANKNIFTY,BANKNIFTY23FEB23C39100,23-FEB-2023,OPTIDX,CE,39100.0,0.05,
700,NFO,57808,25,BANKNIFTY,BANKNIFTY23FEB23P39000,23-FEB-2023,OPTIDX,PE,39000.0,0.05,
701,NFO,57807,25,BANKNIFTY,BANKNIFTY23FEB23C39000,23-FEB-2023,OPTIDX,CE,39000.0,0.05,
702,NFO,57806,25,BANKNIFTY,BANKNIFTY23FEB23P38500,23-FEB-2023,OPTIDX,PE,38500.0,0.05,
703,NFO,57805,25,BANKNIFTY,BANKNIFTY23FEB23C38500,23-FEB-2023,OPTIDX,CE,38500.0,0.05,
704,NFO,57804,25,BANKNIFTY,BANKNIFTY23FEB23P38000,23-FEB-2023,OPTIDX,PE,38000.0,0.05,
705,NFO,57803,25,BANKNIFTY,BANKNIFTY23FEB23C38000,23-FEB-2023,OPTIDX,CE,38000.0,0.05,
706,NFO,57802,25,BANKNIFTY,BANKNIFTY23FEB23P37500,23-FEB-2023,OPTIDX,PE,37500.0,0.05,
707,NFO,57801,25,BANKNIFTY,BANKNIFTY23FEB23C37500,23-FEB-2023,OPTIDX,CE,37500.0,0.05,
708,NFO,57800,25,BANKNIFTY,BANKNIFTY23FEB23P37000,23-FEB-2023,OPTIDX,PE,37000.0,0.05,
709,NFO,57799,25,BANKNIFTY,BANKNIFTY23FEB23C37000,23-FEB-2023,OPTIDX,CE,37000.0,0.05,
710,NFO,57798,25,BANKNIFTY,BANKNIFTY23FEB23P36500,23-FEB-2023,OPTIDX,PE,36500.0,0.05,
711,NFO,57797,25,BANKNIFTY,BANKNIFTY23FEB23C36500,23-FEB-2023,OPTIDX,CE,36500.0,0.05,
712,NFO,57796,25,BANKNIFTY,BANKNIFTY23FEB23P36000,23-FEB-2023,OPTIDX,PE,36000.0,0.05,
713,NFO,57795,25,BANKNIFTY,BANKNIFTY23FEB23C36000,23-FEB-2023,OPTIDX,CE,36000.0,0.05,
714,NFO,57794,25,BANKNIFTY,BANKNIFTY23FEB23P35500,23-FEB-2023,OPTIDX,PE,35500.0,0.05,
715,NFO,57793,25,BANKNIFTY,BANKNIFTY23FEB23C35500,23-FEB-2023,OPTIDX,CE,35500.0,0.05,
716,NFO,57792,25,BANKNIFTY,BANKNIFTY23FEB23P35000,23-FEB-2023,OPTIDX,PE,35000.0,0.05,
717,NFO,57791,25,BANKNIFTY,BANKNIFTY23FEB23C35000,23-FEB-2023,OPTIDX,CE,35000.0,0.05,
718,NFO,57790,25,BANKNIFTY,BANKNIFTY23FEB23P34500,23-FEB-2023,OPTIDX,PE,34500.0,0.05,
719,NFO,57789,25,BANKNIFTY,BANKNIFTY23FEB23C34500,23-FEB-2023,OPTIDX,CE,34500.0,0.05,
720,NFO,57788,25,BANKNIFTY,BANKNIFTY23FEB23P34000,23-FEB-2023,OPTIDX,PE,34000.0,0.05,
721,NFO,57787,25,BANKNIFTY,BANKNIFTY23FEB23C34000,23-FEB-2023,OPTIDX,CE,34000.0,0.05,
722,NFO,57786,25,BANKNIFTY,BANKNIFTY23FEB23P33500,23-FEB-2023,OPTIDX,PE,33500.0,0.05,
723,NFO,57785,25,BANKNIFTY,BANKNIFTY23FEB23C33500,23-FEB-2023,OPTIDX,CE,33500.0,0.05,
724,NFO,57784,25,BANKNIFTY,BANKNIFTY23FEB23P33000,23-FEB-2023,OPTIDX,PE,33000.0,0.05,
725,NFO,57783,25,BANKNIFTY,BANKNIFTY23FEB23C33000,23-FEB-2023,OPTIDX,CE,33000.0,0.05,
726,NFO,57782,25,BANKNIFTY,BANKNIFTY25JAN23P53000,25-JAN-2023,OPTIDX,PE,53000.0,0.05,
727,NFO,57781,25,BANKNIFTY,BANKNIFTY25JAN23C53000,25-JAN-2023,OPTIDX,CE,53000.0,0.05,
728,NFO,57780,25,BANKNIFTY,BANKNIFTY25JAN23P47100,25-JAN-2023,OPTIDX,PE,47100.0,0.05,
729,NFO,57779,25,BANKNIFTY,BANKNIFTY25JAN23C47100,25-JAN-2023,OPTIDX,CE,47100.0,0.05,
730,NFO,57778,25,BANKNIFTY,BANKNIFTY25JAN23P46900,25-JAN-2023,OPTIDX,PE,46900.0,0.05,
731,NFO,57777,25,BANKNIFTY,BANKNIFTY25JAN23C46900,25-JAN-2023,OPTIDX,CE,46900.0,0.05,
732,NFO,57776,25,BANKNIFTY,BANKNIFTY25JAN23P46800,25-JAN-2023,OPTIDX,PE,46800.0,0.05,
733,NFO,57775,25,BANKNIFTY,BANKNIFTY25JAN23C46800,25-JAN-2023,OPTIDX,CE,46800.0,0.05,
734,NFO,57281,50,NIFTY,NIFTY29MAR23P22000,29-MAR-2023,OPTIDX,PE,22000.0,0.05,
735,NFO,57280,50,NIFTY,NIFTY29MAR23C22000,29-MAR-2023,OPTIDX,CE,22000.0,0.05,
736,NFO,57279,50,NIFTY,NIFTY29MAR23P21000,29-MAR-2023,OPTIDX,PE,21000.0,0.05,
737,NFO,57278,50,NIFTY,NIFTY29MAR23C21000,29-MAR-2023,OPTIDX,CE,21000.0,0.05,
738,NFO,57277,50,NIFTY,NIFTY29MAR23P20000,29-MAR-2023,OPTIDX,PE,20000.0,0.05,
739,NFO,57276,50,NIFTY,NIFTY29MAR23C20000,29-MAR-2023,OPTIDX,CE,20000.0,0.05,
740,NFO,57275,50,NIFTY,NIFTY29MAR23P19000,29-MAR-2023,OPTIDX,PE,19000.0,0.05,
741,NFO,57274,50,NIFTY,NIFTY29MAR23C19000,29-MAR-2023,OPTIDX,CE,19000.0,0.05,
742,NFO,57273,50,NIFTY,NIFTY29MAR23P18000,29-MAR-2023,OPTIDX,PE,18000.0,0.05,
743,NFO,57272,50,NIFTY,NIFTY29MAR23C18000,29-MAR-2023,OPTIDX,CE,18000.0,0.05,
744,NFO,57271,50,NIFTY,NIFTY29MAR23P17000,29-MAR-2023,OPTIDX,PE,17000.0,0.05,
745,NFO,57270,50,NIFTY,NIFTY29MAR23C17000,29-MAR-2023,OPTIDX,CE,17000.0,0.05,
746,NFO,57269,50,NIFTY,NIFTY29MAR23P16000,29-MAR-2023,OPTIDX,PE,16000.0,0.05,
747,NFO,57268,50,NIFTY,NIFTY29MAR23C16000,29-MAR-2023,OPTIDX,CE,16000.0,0.05,
748,NFO,57267,50,NIFTY,NIFTY29MAR23P15000,29-MAR-2023,OPTIDX,PE,15000.0,0.05,
749,NFO,57266,50,NIFTY,NIFTY29MAR23C15000,29-MAR-2023,OPTIDX,CE,15000.0,0.05,
750,NFO,57265,50,NIFTY,NIFTY29MAR23P14000,29-MAR-2023,OPTIDX,PE,14000.0,0.05,
751,NFO,57264,50,NIFTY,NIFTY29MAR23C14000,29-MAR-2023,OPTIDX,CE,14000.0,0.05,
752,NFO,57263,50,NIFTY,NIFTY29MAR23P13000,29-MAR-2023,OPTIDX,PE,13000.0,0.05,
753,NFO,57262,50,NIFTY,NIFTY29MAR23C13000,29-MAR-2023,OPTIDX,CE,13000.0,0.05,
754,NFO,57261,50,NIFTY,NIFTY29MAR23P12000,29-MAR-2023,OPTIDX,PE,12000.0,0.05,
755,NFO,57260,50,NIFTY,NIFTY29MAR23C12000,29-MAR-2023,OPTIDX,CE,12000.0,0.05,
756,NFO,57136,25,BANKNIFTY,BANKNIFTY29MAR23P43500,29-MAR-2023,OPTIDX,PE,43500.0,0.05,
757,NFO,57135,25,BANKNIFTY,BANKNIFTY29MAR23C43500,29-MAR-2023,OPTIDX,CE,43500.0,0.05,
758,NFO,57134,25,BANKNIFTY,BANKNIFTY29MAR23P42000,29-MAR-2023,OPTIDX,PE,42000.0,0.05,
759,NFO,57133,25,BANKNIFTY,BANKNIFTY29MAR23C42000,29-MAR-2023,OPTIDX,CE,42000.0,0.05,
760,NFO,57132,25,BANKNIFTY,BANKNIFTY29MAR23P40500,29-MAR-2023,OPTIDX,PE,40500.0,0.05,
761,NFO,57131,25,BANKNIFTY,BANKNIFTY29MAR23C40500,29-MAR-2023,OPTIDX,CE,40500.0,0.05,
762,NFO,57130,25,BANKNIFTY,BANKNIFTY29MAR23P39000,29-MAR-2023,OPTIDX,PE,39000.0,0.05,
763,NFO,57129,25,BANKNIFTY,BANKNIFTY29MAR23C39000,29-MAR-2023,OPTIDX,CE,39000.0,0.05,
764,NFO,57128,25,BANKNIFTY,BANKNIFTY29MAR23P37500,29-MAR-2023,OPTIDX,PE,37500.0,0.05,
765,NFO,57127,25,BANKNIFTY,BANKNIFTY29MAR23C37500,29-MAR-2023,OPTIDX,CE,37500.0,0.05,
766,NFO,57126,25,BANKNIFTY,BANKNIFTY29MAR23P36000,29-MAR-2023,OPTIDX,PE,36000.0,0.05,
767,NFO,57125,25,BANKNIFTY,BANKNIFTY29MAR23C36000,29-MAR-2023,OPTIDX,CE,36000.0,0.05,
768,NFO,57124,25,BANKNIFTY,BANKNIFTY29MAR23P34500,29-MAR-2023,OPTIDX,PE,34500.0,0.05,
769,NFO,57123,25,BANKNIFTY,BANKNIFTY29MAR23C34500,29-MAR-2023,OPTIDX,CE,34500.0,0.05,
770,NFO,57122,25,BANKNIFTY,BANKNIFTY29MAR23P33000,29-MAR-2023,OPTIDX,PE,33000.0,0.05,
771,NFO,57121,25,BANKNIFTY,BANKNIFTY29MAR23C33000,29-MAR-2023,OPTIDX,CE,33000.0,0.05,
772,NFO,57120,25,BANKNIFTY,BANKNIFTY29MAR23P31500,29-MAR-2023,OPTIDX,PE,31500.0,0.05,
773,NFO,57119,25,BANKNIFTY,BANKNIFTY29MAR23C31500,29-MAR-2023,OPTIDX,CE,31500.0,0.05,
774,NFO,57118,25,BANKNIFTY,BANKNIFTY29MAR23P30000,29-MAR-2023,OPTIDX,PE,30000.0,0.05,
775,NFO,57117,25,BANKNIFTY,BANKNIFTY29MAR23C30000,29-MAR-2023,OPTIDX,CE,30000.0,0.05,
776,NFO,57116,25,BANKNIFTY,BANKNIFTY29MAR23P28500,29-MAR-2023,OPTIDX,PE,28500.0,0.05,
777,NFO,57115,25,BANKNIFTY,BANKNIFTY29MAR23C28500,29-MAR-2023,OPTIDX,CE,28500.0,0.05,
778,NFO,56365,25,BANKNIFTY,BANKNIFTY29JUN23P48000,29-JUN-2023,OPTIDX,PE,48000.0,0.05,
779,NFO,56364,25,BANKNIFTY,BANKNIFTY29JUN23C48000,29-JUN-2023,OPTIDX,CE,48000.0,0.05,
780,NFO,56363,25,BANKNIFTY,BANKNIFTY29JUN23P46500,29-JUN-2023,OPTIDX,PE,46500.0,0.05,
781,NFO,56360,25,BANKNIFTY,BANKNIFTY29JUN23C46500,29-JUN-2023,OPTIDX,CE,46500.0,0.05,
782,NFO,56359,25,BANKNIFTY,BANKNIFTY29JUN23P45000,29-JUN-2023,OPTIDX,PE,45000.0,0.05,
783,NFO,56358,25,BANKNIFTY,BANKNIFTY29JUN23C45000,29-JUN-2023,OPTIDX,CE,45000.0,0.05,
784,NFO,56357,25,BANKNIFTY,BANKNIFTY29JUN23P43500,29-JUN-2023,OPTIDX,PE,43500.0,0.05,
785,NFO,56356,25,BANKNIFTY,BANKNIFTY29JUN23C43500,29-JUN-2023,OPTIDX,CE,43500.0,0.05,
786,NFO,56355,25,BANKNIFTY,BANKNIFTY29JUN23P42000,29-JUN-2023,OPTIDX,PE,42000.0,0.05,
787,NFO,56352,25,BANKNIFTY,BANKNIFTY29JUN23C42000,29-JUN-2023,OPTIDX,CE,42000.0,0.05,
788,NFO,56351,25,BANKNIFTY,BANKNIFTY29JUN23P40500,29-JUN-2023,OPTIDX,PE,40500.0,0.05,
789,NFO,56350,25,BANKNIFTY,BANKNIFTY29JUN23C40500,29-JUN-2023,OPTIDX,CE,40500.0,0.05,
790,NFO,56349,25,BANKNIFTY,BANKNIFTY29JUN23P39000,29-JUN-2023,OPTIDX,PE,39000.0,0.05,
791,NFO,56348,25,BANKNIFTY,BANKNIFTY29JUN23C39000,29-JUN-2023,OPTIDX,CE,39000.0,0.05,
792,NFO,56347,25,BANKNIFTY,BANKNIFTY29JUN23P37500,29-JUN-2023,OPTIDX,PE,37500.0,0.05,
793,NFO,56342,25,BANKNIFTY,BANKNIFTY29JUN23C37500,29-JUN-2023,OPTIDX,CE,37500.0,0.05,
794,NFO,56341,25,BANKNIFTY,BANKNIFTY29JUN23P36000,29-JUN-2023,OPTIDX,PE,36000.0,0.05,
795,NFO,56340,25,BANKNIFTY,BANKNIFTY29JUN23C36000,29-JUN-2023,OPTIDX,CE,36000.0,0.05,
796,NFO,56339,25,BANKNIFTY,BANKNIFTY29JUN23P34500,29-JUN-2023,OPTIDX,PE,34500.0,0.05,
797,NFO,56338,25,BANKNIFTY,BANKNIFTY29JUN23C34500,29-JUN-2023,OPTIDX,CE,34500.0,0.05,
798,NFO,56337,25,BANKNIFTY,BANKNIFTY29JUN23P33000,29-JUN-2023,OPTIDX,PE,33000.0,0.05,
799,NFO,56336,25,BANKNIFTY,BANKNIFTY29JUN23C33000,29-JUN-2023,OPTIDX,CE,33000.0,0.05,
800,NFO,56335,25,BANKNIFTY,BANKNIFTY29JUN23P31500,29-JUN-2023,OPTIDX,PE,31500.0,0.05,
801,NFO,56334,25,BANKNIFTY,BANKNIFTY29JUN23C31500,29-JUN-2023,OPTIDX,CE,31500.0,0.05,
802,NFO,56333,25,BANKNIFTY,BANKNIFTY29JUN23P30000,29-JUN-2023,OPTIDX,PE,30000.0,0.05,
803,NFO,56332,25,BANKNIFTY,BANKNIFTY29JUN23C30000,29-JUN-2023,OPTIDX,CE,30000.0,0.05,
804,NFO,56331,25,BANKNIFTY,BANKNIFTY29JUN23P28500,29-JUN-2023,OPTIDX,PE,28500.0,0.05,
805,NFO,56330,25,BANKNIFTY,BANKNIFTY29JUN23C28500,29-JUN-2023,OPTIDX,CE,28500.0,0.05,
806,NFO,56315,25,BANKNIFTY,BANKNIFTY29MAR23P48000,29-MAR-2023,OPTIDX,PE,48000.0,0.05,
807,NFO,56314,25,BANKNIFTY,BANKNIFTY29MAR23C48000,29-MAR-2023,OPTIDX,CE,48000.0,0.05,
808,NFO,56313,25,BANKNIFTY,BANKNIFTY29MAR23P24000,29-MAR-2023,OPTIDX,PE,24000.0,0.05,
809,NFO,56312,25,BANKNIFTY,BANKNIFTY29MAR23C24000,29-MAR-2023,OPTIDX,CE,24000.0,0.05,
810,NFO,56311,25,BANKNIFTY,BANKNIFTY29MAR23P22500,29-MAR-2023,OPTIDX,PE,22500.0,0.05,
811,NFO,56310,25,BANKNIFTY,BANKNIFTY29MAR23C22500,29-MAR-2023,OPTIDX,CE,22500.0,0.05,
812,NFO,56309,25,BANKNIFTY,BANKNIFTY29MAR23P21000,29-MAR-2023,OPTIDX,PE,21000.0,0.05,
813,NFO,56308,25,BANKNIFTY,BANKNIFTY29MAR23C21000,29-MAR-2023,OPTIDX,CE,21000.0,0.05,
814,NFO,56307,25,BANKNIFTY,BANKNIFTY29MAR23P19500,29-MAR-2023,OPTIDX,PE,19500.0,0.05,
815,NFO,56304,25,BANKNIFTY,BANKNIFTY29MAR23C19500,29-MAR-2023,OPTIDX,CE,19500.0,0.05,
816,NFO,56303,25,BANKNIFTY,BANKNIFTY29MAR23P18000,29-MAR-2023,OPTIDX,PE,18000.0,0.05,
817,NFO,56302,25,BANKNIFTY,BANKNIFTY29MAR23C18000,29-MAR-2023,OPTIDX,CE,18000.0,0.05,
818,NFO,56061,50,NIFTY,NIFTY25JAN23P20750,25-JAN-2023,OPTIDX,PE,20750.0,0.05,
819,NFO,56060,50,NIFTY,NIFTY25JAN23C20750,25-JAN-2023,OPTIDX,CE,20750.0,0.05,
820,NFO,56059,50,NIFTY,NIFTY25JAN23P20700,25-JAN-2023,OPTIDX,PE,20700.0,0.05,
821,NFO,56058,50,NIFTY,NIFTY25JAN23C20700,25-JAN-2023,OPTIDX,CE,20700.0,0.05,
822,NFO,56057,50,NIFTY,NIFTY25JAN23P20650,25-JAN-2023,OPTIDX,PE,20650.0,0.05,
823,NFO,56056,50,NIFTY,NIFTY25JAN23C20650,25-JAN-2023,OPTIDX,CE,20650.0,0.05,
824,NFO,56055,50,NIFTY,NIFTY25JAN23P20600,25-JAN-2023,OPTIDX,PE,20600.0,0.05,
825,NFO,56054,50,NIFTY,NIFTY25JAN23C20600,25-JAN-2023,OPTIDX,CE,20600.0,0.05,
826,NFO,56053,50,NIFTY,NIFTY25JAN23P20550,25-JAN-2023,OPTIDX,PE,20550.0,0.05,
827,NFO,56051,50,NIFTY,NIFTY25JAN23C20550,25-JAN-2023,OPTIDX,CE,20550.0,0.05,
828,NFO,56050,50,NIFTY,NIFTY25JAN23P20500,25-JAN-2023,OPTIDX,PE,20500.0,0.05,
829,NFO,56045,50,NIFTY,NIFTY25JAN23C20500,25-JAN-2023,OPTIDX,CE,20500.0,0.05,
830,NFO,56044,50,NIFTY,NIFTY25JAN23P20450,25-JAN-2023,OPTIDX,PE,20450.0,0.05,
831,NFO,56043,50,NIFTY,NIFTY25JAN23C20450,25-JAN-2023,OPTIDX,CE,20450.0,0.05,
832,NFO,56042,50,NIFTY,NIFTY25JAN23P20400,25-JAN-2023,OPTIDX,PE,20400.0,0.05,
833,NFO,56037,50,NIFTY,NIFTY25JAN23C20400,25-JAN-2023,OPTIDX,CE,20400.0,0.05,
834,NFO,56035,50,NIFTY,NIFTY25JAN23P20350,25-JAN-2023,OPTIDX,PE,20350.0,0.05,
835,NFO,56034,50,NIFTY,NIFTY25JAN23C20350,25-JAN-2023,OPTIDX,CE,20350.0,0.05,
836,NFO,56031,50,NIFTY,NIFTY25JAN23P20300,25-JAN-2023,OPTIDX,PE,20300.0,0.05,
837,NFO,56030,50,NIFTY,NIFTY25JAN23C20300,25-JAN-2023,OPTIDX,CE,20300.0,0.05,
838,NFO,56027,50,NIFTY,NIFTY25JAN23P20250,25-JAN-2023,OPTIDX,PE,20250.0,0.05,
839,NFO,56026,50,NIFTY,NIFTY25JAN23C20250,25-JAN-2023,OPTIDX,CE,20250.0,0.05,
840,NFO,56023,50,NIFTY,NIFTY25JAN23P20200,25-JAN-2023,OPTIDX,PE,20200.0,0.05,
841,NFO,56022,50,NIFTY,NIFTY25JAN23C20200,25-JAN-2023,OPTIDX,CE,20200.0,0.05,
842,NFO,56019,50,NIFTY,NIFTY25JAN23P20150,25-JAN-2023,OPTIDX,PE,20150.0,0.05,
843,NFO,56018,50,NIFTY,NIFTY25JAN23C20150,25-JAN-2023,OPTIDX,CE,20150.0,0.05,
844,NFO,56017,50,NIFTY,NIFTY25JAN23P20100,25-JAN-2023,OPTIDX,PE,20100.0,0.05,
845,NFO,56016,50,NIFTY,NIFTY25JAN23C20100,25-JAN-2023,OPTIDX,CE,20100.0,0.05,
846,NFO,56015,50,NIFTY,NIFTY25JAN23P20050,25-JAN-2023,OPTIDX,PE,20050.0,0.05,
847,NFO,56014,50,NIFTY,NIFTY25JAN23C20050,25-JAN-2023,OPTIDX,CE,20050.0,0.05,
848,NFO,56011,50,NIFTY,NIFTY25JAN23P20000,25-JAN-2023,OPTIDX,PE,20000.0,0.05,
849,NFO,56010,50,NIFTY,NIFTY25JAN23C20000,25-JAN-2023,OPTIDX,CE,20000.0,0.05,
850,NFO,56009,50,NIFTY,NIFTY25JAN23P19950,25-JAN-2023,OPTIDX,PE,19950.0,0.05,
851,NFO,56008,50,NIFTY,NIFTY25JAN23C19950,25-JAN-2023,OPTIDX,CE,19950.0,0.05,
852,NFO,56007,50,NIFTY,NIFTY25JAN23P19900,25-JAN-2023,OPTIDX,PE,19900.0,0.05,
853,NFO,56006,50,NIFTY,NIFTY25JAN23C19900,25-JAN-2023,OPTIDX,CE,19900.0,0.05,
854,NFO,56005,50,NIFTY,NIFTY25JAN23P19850,25-JAN-2023,OPTIDX,PE,19850.0,0.05,
855,NFO,56004,50,NIFTY,NIFTY25JAN23C19850,25-JAN-2023,OPTIDX,CE,19850.0,0.05,
856,NFO,56003,50,NIFTY,NIFTY25JAN23P19800,25-JAN-2023,OPTIDX,PE,19800.0,0.05,
857,NFO,56002,50,NIFTY,NIFTY25JAN23C19800,25-JAN-2023,OPTIDX,CE,19800.0,0.05,
858,NFO,56001,50,NIFTY,NIFTY25JAN23P19750,25-JAN-2023,OPTIDX,PE,19750.0,0.05,
859,NFO,56000,50,NIFTY,NIFTY25JAN23C19750,25-JAN-2023,OPTIDX,CE,19750.0,0.05,
860,NFO,55999,50,NIFTY,NIFTY25JAN23P19700,25-JAN-2023,OPTIDX,PE,19700.0,0.05,
861,NFO,55998,50,NIFTY,NIFTY25JAN23C19700,25-JAN-2023,OPTIDX,CE,19700.0,0.05,
862,NFO,55997,50,NIFTY,NIFTY25JAN23P19650,25-JAN-2023,OPTIDX,PE,19650.0,0.05,
863,NFO,55996,50,NIFTY,NIFTY25JAN23C19650,25-JAN-2023,OPTIDX,CE,19650.0,0.05,
864,NFO,55995,50,NIFTY,NIFTY25JAN23P19600,25-JAN-2023,OPTIDX,PE,19600.0,0.05,
865,NFO,55990,50,NIFTY,NIFTY25JAN23C19600,25-JAN-2023,OPTIDX,CE,19600.0,0.05,
866,NFO,55988,50,NIFTY,NIFTY25JAN23P19550,25-JAN-2023,OPTIDX,PE,19550.0,0.05,
867,NFO,55987,50,NIFTY,NIFTY25JAN23C19550,25-JAN-2023,OPTIDX,CE,19550.0,0.05,
868,NFO,55984,50,NIFTY,NIFTY25JAN23P19500,25-JAN-2023,OPTIDX,PE,19500.0,0.05,
869,NFO,55983,50,NIFTY,NIFTY25JAN23C19500,25-JAN-2023,OPTIDX,CE,19500.0,0.05,
870,NFO,55982,50,NIFTY,NIFTY25JAN23P19450,25-JAN-2023,OPTIDX,PE,19450.0,0.05,
871,NFO,55981,50,NIFTY,NIFTY25JAN23C19450,25-JAN-2023,OPTIDX,CE,19450.0,0.05,
872,NFO,55980,50,NIFTY,NIFTY25JAN23P19400,25-JAN-2023,OPTIDX,PE,19400.0,0.05,
873,NFO,55976,50,NIFTY,NIFTY25JAN23C19400,25-JAN-2023,OPTIDX,CE,19400.0,0.05,
874,NFO,55973,50,NIFTY,NIFTY25JAN23P19350,25-JAN-2023,OPTIDX,PE,19350.0,0.05,
875,NFO,55972,50,NIFTY,NIFTY25JAN23C19350,25-JAN-2023,OPTIDX,CE,19350.0,0.05,
876,NFO,55971,50,NIFTY,NIFTY25JAN23P19300,25-JAN-2023,OPTIDX,PE,19300.0,0.05,
877,NFO,55970,50,NIFTY,NIFTY25JAN23C19300,25-JAN-2023,OPTIDX,CE,19300.0,0.05,
878,NFO,55969,50,NIFTY,NIFTY25JAN23P19250,25-JAN-2023,OPTIDX,PE,19250.0,0.05,
879,NFO,55968,50,NIFTY,NIFTY25JAN23C19250,25-JAN-2023,OPTIDX,CE,19250.0,0.05,
880,NFO,55967,50,NIFTY,NIFTY25JAN23P19200,25-JAN-2023,OPTIDX,PE,19200.0,0.05,
881,NFO,55966,50,NIFTY,NIFTY25JAN23C19200,25-JAN-2023,OPTIDX,CE,19200.0,0.05,
882,NFO,55965,50,NIFTY,NIFTY25JAN23P19150,25-JAN-2023,OPTIDX,PE,19150.0,0.05,
883,NFO,55964,50,NIFTY,NIFTY25JAN23C19150,25-JAN-2023,OPTIDX,CE,19150.0,0.05,
884,NFO,55963,50,NIFTY,NIFTY25JAN23P19100,25-JAN-2023,OPTIDX,PE,19100.0,0.05,
885,NFO,55962,50,NIFTY,NIFTY25JAN23C19100,25-JAN-2023,OPTIDX,CE,19100.0,0.05,
886,NFO,55961,50,NIFTY,NIFTY25JAN23P19050,25-JAN-2023,OPTIDX,PE,19050.0,0.05,
887,NFO,55960,50,NIFTY,NIFTY25JAN23C19050,25-JAN-2023,OPTIDX,CE,19050.0,0.05,
888,NFO,55957,50,NIFTY,NIFTY25JAN23P19000,25-JAN-2023,OPTIDX,PE,19000.0,0.05,
889,NFO,55956,50,NIFTY,NIFTY25JAN23C19000,25-JAN-2023,OPTIDX,CE,19000.0,0.05,
890,NFO,55953,50,NIFTY,NIFTY25JAN23P18950,25-JAN-2023,OPTIDX,PE,18950.0,0.05,
891,NFO,55952,50,NIFTY,NIFTY25JAN23C18950,25-JAN-2023,OPTIDX,CE,18950.0,0.05,
892,NFO,55951,50,NIFTY,NIFTY25JAN23P18900,25-JAN-2023,OPTIDX,PE,18900.0,0.05,
893,NFO,55950,50,NIFTY,NIFTY25JAN23C18900,25-JAN-2023,OPTIDX,CE,18900.0,0.05,
894,NFO,55949,50,NIFTY,NIFTY25JAN23P18850,25-JAN-2023,OPTIDX,PE,18850.0,0.05,
895,NFO,55931,50,NIFTY,NIFTY25JAN23C18850,25-JAN-2023,OPTIDX,CE,18850.0,0.05,
896,NFO,55930,50,NIFTY,NIFTY25JAN23P18800,25-JAN-2023,OPTIDX,PE,18800.0,0.05,
897,NFO,55928,50,NIFTY,NIFTY25JAN23C18800,25-JAN-2023,OPTIDX,CE,18800.0,0.05,
