,Exchange,Token,LotSize,Symbol,TradingSymbol,Expiry,Instrument,OptionType,StrikePrice,TickSize,Unnamed: 10
2202,NFO,49884,25,BANKNIFTY,BANKNIFTY23FEB23C37700,23-FEB-2023,OPTIDX,CE,37700.0,0.05,
2203,NFO,49883,25,BANKNIFTY,BANKNIFTY23FEB23P32000,23-FEB-2023,OPTIDX,PE,32000.0,0.05,
2204,NFO,49882,25,BANKNIFTY,BANKNIFTY23FEB23C32000,23-FEB-2023,OPTIDX,CE,32000.0,0.05,
2205,NFO,49881,25,BANKNIFTY,BANKNIFTY23FEB23P31500,23-FEB-2023,OPTIDX,PE,31500.0,0.05,
2206,NFO,49880,25,BANKNIFTY,BANKNIFTY23FEB23C31500,23-FEB-2023,OPTIDX,CE,31500.0,0.05,
2207,NFO,49605,50,NIFTY,NIFTY23FEB23P15150,23-FEB-2023,OPTIDX,PE,15150.0,0.05,
2208,NFO,49604,50,NIFTY,NIFTY23FEB23C15150,23-FEB-2023,OPTIDX,CE,15150.0,0.05,
2209,NFO,49603,50,NIFTY,NIFTY09FEB23P15150,09-FEB-2023,OPTIDX,PE,15150.0,0.05,
2210,NFO,49602,50,NIFTY,NIFTY09FEB23C15150,09-FEB-2023,OPTIDX,CE,15150.0,0.05,
2211,NFO,49601,50,NIFTY,NIFTY02FEB23P15150,02-FEB-2023,OPTIDX,PE,15150.0,0.05,
2212,NFO,49600,50,NIFTY,NIFTY02FEB23C15150,02-FEB-2023,OPTIDX,CE,15150.0,0.05,
2213,NFO,49573,25,BANKNIFTY,BANKNIFTY23FEB23P38400,23-FEB-2023,OPTIDX,PE,38400.0,0.05,
2214,NFO,49572,25,BANKNIFTY,BANKNIFTY23FEB23C38400,23-FEB-2023,OPTIDX,CE,38400.0,0.05,
2215,NFO,49567,25,BANKNIFTY,BANKNIFTY02FEB23P52500,02-FEB-2023,OPTIDX,PE,52500.0,0.05,
2216,NFO,49566,25,BANKNIFTY,BANKNIFTY02FEB23C52500,02-FEB-2023,OPTIDX,CE,52500.0,0.05,
2217,NFO,49565,25,BANKNIFTY,BANKNIFTY02FEB23P52000,02-FEB-2023,OPTIDX,PE,52000.0,0.05,
2218,NFO,49564,25,BANKNIFTY,BANKNIFTY02FEB23C52000,02-FEB-2023,OPTIDX,CE,52000.0,0.05,
2219,NFO,49563,25,BANKNIFTY,BANKNIFTY02FEB23P51500,02-FEB-2023,OPTIDX,PE,51500.0,0.05,
2220,NFO,49562,25,BANKNIFTY,BANKNIFTY02FEB23C51500,02-FEB-2023,OPTIDX,CE,51500.0,0.05,
2221,NFO,49559,25,BANKNIFTY,BANKNIFTY02FEB23P51000,02-FEB-2023,OPTIDX,PE,51000.0,0.05,
2222,NFO,49558,25,BANKNIFTY,BANKNIFTY02FEB23C51000,02-FEB-2023,OPTIDX,CE,51000.0,0.05,
2223,NFO,49557,25,BANKNIFTY,BANKNIFTY02FEB23P50500,02-FEB-2023,OPTIDX,PE,50500.0,0.05,
2224,NFO,49556,25,BANKNIFTY,BANKNIFTY02FEB23C50500,02-FEB-2023,OPTIDX,CE,50500.0,0.05,
2225,NFO,49549,25,BANKNIFTY,BANKNIFTY02FEB23P50000,02-FEB-2023,OPTIDX,PE,50000.0,0.05,
2226,NFO,49543,25,BANKNIFTY,BANKNIFTY02FEB23C50000,02-FEB-2023,OPTIDX,CE,50000.0,0.05,
2227,NFO,49539,25,BANKNIFTY,BANKNIFTY02FEB23P49500,02-FEB-2023,OPTIDX,PE,49500.0,0.05,
2228,NFO,49528,25,BANKNIFTY,BANKNIFTY02FEB23C49500,02-FEB-2023,OPTIDX,CE,49500.0,0.05,
2229,NFO,49527,25,BANKNIFTY,BANKNIFTY02FEB23P49000,02-FEB-2023,OPTIDX,PE,49000.0,0.05,
2230,NFO,49525,25,BANKNIFTY,BANKNIFTY02FEB23C49000,02-FEB-2023,OPTIDX,CE,49000.0,0.05,
2231,NFO,49524,25,BANKNIFTY,BANKNIFTY02FEB23P48500,02-FEB-2023,OPTIDX,PE,48500.0,0.05,
2232,NFO,49523,25,BANKNIFTY,BANKNIFTY02FEB23C48500,02-FEB-2023,OPTIDX,CE,48500.0,0.05,
2233,NFO,49521,25,BANKNIFTY,BANKNIFTY02FEB23P48000,02-FEB-2023,OPTIDX,PE,48000.0,0.05,
2234,NFO,49520,25,BANKNIFTY,BANKNIFTY02FEB23C48000,02-FEB-2023,OPTIDX,CE,48000.0,0.05,
2235,NFO,49519,25,BANKNIFTY,BANKNIFTY02FEB23P47500,02-FEB-2023,OPTIDX,PE,47500.0,0.05,
2236,NFO,49515,25,BANKNIFTY,BANKNIFTY02FEB23C47500,02-FEB-2023,OPTIDX,CE,47500.0,0.05,
2237,NFO,49510,25,BANKNIFTY,BANKNIFTY02FEB23P47000,02-FEB-2023,OPTIDX,PE,47000.0,0.05,
2238,NFO,49509,25,BANKNIFTY,BANKNIFTY02FEB23C47000,02-FEB-2023,OPTIDX,CE,47000.0,0.05,
2239,NFO,49508,25,BANKNIFTY,BANKNIFTY02FEB23P46500,02-FEB-2023,OPTIDX,PE,46500.0,0.05,
2240,NFO,49507,25,BANKNIFTY,BANKNIFTY02FEB23C46500,02-FEB-2023,OPTIDX,CE,46500.0,0.05,
2241,NFO,49506,25,BANKNIFTY,BANKNIFTY02FEB23P46400,02-FEB-2023,OPTIDX,PE,46400.0,0.05,
2242,NFO,49505,25,BANKNIFTY,BANKNIFTY02FEB23C46400,02-FEB-2023,OPTIDX,CE,46400.0,0.05,
2243,NFO,49504,25,BANKNIFTY,BANKNIFTY02FEB23P46300,02-FEB-2023,OPTIDX,PE,46300.0,0.05,
2244,NFO,49503,25,BANKNIFTY,BANKNIFTY02FEB23C46300,02-FEB-2023,OPTIDX,CE,46300.0,0.05,
2245,NFO,49501,25,BANKNIFTY,BANKNIFTY02FEB23P46200,02-FEB-2023,OPTIDX,PE,46200.0,0.05,
2246,NFO,49500,25,BANKNIFTY,BANKNIFTY02FEB23C46200,02-FEB-2023,OPTIDX,CE,46200.0,0.05,
2247,NFO,49499,25,BANKNIFTY,BANKNIFTY02FEB23P46100,02-FEB-2023,OPTIDX,PE,46100.0,0.05,
2248,NFO,49498,25,BANKNIFTY,BANKNIFTY02FEB23C46100,02-FEB-2023,OPTIDX,CE,46100.0,0.05,
2249,NFO,49497,25,BANKNIFTY,BANKNIFTY02FEB23P46000,02-FEB-2023,OPTIDX,PE,46000.0,0.05,
2250,NFO,49495,25,BANKNIFTY,BANKNIFTY02FEB23C46000,02-FEB-2023,OPTIDX,CE,46000.0,0.05,
2251,NFO,49494,25,BANKNIFTY,BANKNIFTY02FEB23P45900,02-FEB-2023,OPTIDX,PE,45900.0,0.05,
2252,NFO,49493,25,BANKNIFTY,BANKNIFTY02FEB23C45900,02-FEB-2023,OPTIDX,CE,45900.0,0.05,
2253,NFO,49492,25,BANKNIFTY,BANKNIFTY02FEB23P45800,02-FEB-2023,OPTIDX,PE,45800.0,0.05,
2254,NFO,49491,25,BANKNIFTY,BANKNIFTY02FEB23C45800,02-FEB-2023,OPTIDX,CE,45800.0,0.05,
2255,NFO,49488,25,BANKNIFTY,BANKNIFTY02FEB23P45700,02-FEB-2023,OPTIDX,PE,45700.0,0.05,
2256,NFO,49487,25,BANKNIFTY,BANKNIFTY02FEB23C45700,02-FEB-2023,OPTIDX,CE,45700.0,0.05,
2257,NFO,49486,25,BANKNIFTY,BANKNIFTY02FEB23P45600,02-FEB-2023,OPTIDX,PE,45600.0,0.05,
2258,NFO,49485,25,BANKNIFTY,BANKNIFTY02FEB23C45600,02-FEB-2023,OPTIDX,CE,45600.0,0.05,
2259,NFO,49482,25,BANKNIFTY,BANKNIFTY02FEB23P45500,02-FEB-2023,OPTIDX,PE,45500.0,0.05,
2260,NFO,49481,25,BANKNIFTY,BANKNIFTY02FEB23C45500,02-FEB-2023,OPTIDX,CE,45500.0,0.05,
2261,NFO,49480,25,BANKNIFTY,BANKNIFTY02FEB23P45400,02-FEB-2023,OPTIDX,PE,45400.0,0.05,
2262,NFO,49479,25,BANKNIFTY,BANKNIFTY02FEB23C45400,02-FEB-2023,OPTIDX,CE,45400.0,0.05,
2263,NFO,49476,25,BANKNIFTY,BANKNIFTY02FEB23P45300,02-FEB-2023,OPTIDX,PE,45300.0,0.05,
2264,NFO,49474,25,BANKNIFTY,BANKNIFTY02FEB23C45300,02-FEB-2023,OPTIDX,CE,45300.0,0.05,
2265,NFO,49471,25,BANKNIFTY,BANKNIFTY02FEB23P45200,02-FEB-2023,OPTIDX,PE,45200.0,0.05,
2266,NFO,49469,25,BANKNIFTY,BANKNIFTY02FEB23C45200,02-FEB-2023,OPTIDX,CE,45200.0,0.05,
2267,NFO,49468,25,BANKNIFTY,BANKNIFTY02FEB23P45100,02-FEB-2023,OPTIDX,PE,45100.0,0.05,
2268,NFO,49467,25,BANKNIFTY,BANKNIFTY02FEB23C45100,02-FEB-2023,OPTIDX,CE,45100.0,0.05,
2269,NFO,49466,25,BANKNIFTY,BANKNIFTY02FEB23P45000,02-FEB-2023,OPTIDX,PE,45000.0,0.05,
2270,NFO,49465,25,BANKNIFTY,BANKNIFTY02FEB23C45000,02-FEB-2023,OPTIDX,CE,45000.0,0.05,
2271,NFO,49464,25,BANKNIFTY,BANKNIFTY02FEB23P44900,02-FEB-2023,OPTIDX,PE,44900.0,0.05,
2272,NFO,49463,25,BANKNIFTY,BANKNIFTY02FEB23C44900,02-FEB-2023,OPTIDX,CE,44900.0,0.05,
2273,NFO,49462,25,BANKNIFTY,BANKNIFTY02FEB23P44800,02-FEB-2023,OPTIDX,PE,44800.0,0.05,
2274,NFO,49461,25,BANKNIFTY,BANKNIFTY02FEB23C44800,02-FEB-2023,OPTIDX,CE,44800.0,0.05,
2275,NFO,49460,25,BANKNIFTY,BANKNIFTY02FEB23P44700,02-FEB-2023,OPTIDX,PE,44700.0,0.05,
2276,NFO,49459,25,BANKNIFTY,BANKNIFTY02FEB23C44700,02-FEB-2023,OPTIDX,CE,44700.0,0.05,
2277,NFO,49457,25,BANKNIFTY,BANKNIFTY02FEB23P44600,02-FEB-2023,OPTIDX,PE,44600.0,0.05,
2278,NFO,49456,25,BANKNIFTY,BANKNIFTY02FEB23C44600,02-FEB-2023,OPTIDX,CE,44600.0,0.05,
2279,NFO,49455,25,BANKNIFTY,BANKNIFTY02FEB23P44500,02-FEB-2023,OPTIDX,PE,44500.0,0.05,
2280,NFO,49454,25,BANKNIFTY,BANKNIFTY02FEB23C44500,02-FEB-2023,OPTIDX,CE,44500.0,0.05,
2281,NFO,49453,25,BANKNIFTY,BANKNIFTY02FEB23P44400,02-FEB-2023,OPTIDX,PE,44400.0,0.05,
2282,NFO,49452,25,BANKNIFTY,BANKNIFTY02FEB23C44400,02-FEB-2023,OPTIDX,CE,44400.0,0.05,
2283,NFO,49446,25,BANKNIFTY,BANKNIFTY02FEB23P44300,02-FEB-2023,OPTIDX,PE,44300.0,0.05,
2284,NFO,49441,25,BANKNIFTY,BANKNIFTY02FEB23C44300,02-FEB-2023,OPTIDX,CE,44300.0,0.05,
2285,NFO,49440,25,BANKNIFTY,BANKNIFTY02FEB23P44200,02-FEB-2023,OPTIDX,PE,44200.0,0.05,
2286,NFO,49439,25,BANKNIFTY,BANKNIFTY02FEB23C44200,02-FEB-2023,OPTIDX,CE,44200.0,0.05,
2287,NFO,49438,25,BANKNIFTY,BANKNIFTY02FEB23P44100,02-FEB-2023,OPTIDX,PE,44100.0,0.05,
2288,NFO,49437,25,BANKNIFTY,BANKNIFTY02FEB23C44100,02-FEB-2023,OPTIDX,CE,44100.0,0.05,
2289,NFO,49436,25,BANKNIFTY,BANKNIFTY02FEB23P44000,02-FEB-2023,OPTIDX,PE,44000.0,0.05,
2290,NFO,49435,25,BANKNIFTY,BANKNIFTY02FEB23C44000,02-FEB-2023,OPTIDX,CE,44000.0,0.05,
2291,NFO,49434,25,BANKNIFTY,BANKNIFTY02FEB23P43900,02-FEB-2023,OPTIDX,PE,43900.0,0.05,
2292,NFO,49431,25,BANKNIFTY,BANKNIFTY02FEB23C43900,02-FEB-2023,OPTIDX,CE,43900.0,0.05,
2293,NFO,49430,25,BANKNIFTY,BANKNIFTY02FEB23P43800,02-FEB-2023,OPTIDX,PE,43800.0,0.05,
2294,NFO,49429,25,BANKNIFTY,BANKNIFTY02FEB23C43800,02-FEB-2023,OPTIDX,CE,43800.0,0.05,
2295,NFO,49427,25,BANKNIFTY,BANKNIFTY02FEB23P43700,02-FEB-2023,OPTIDX,PE,43700.0,0.05,
2296,NFO,49426,25,BANKNIFTY,BANKNIFTY02FEB23C43700,02-FEB-2023,OPTIDX,CE,43700.0,0.05,
2297,NFO,49423,25,BANKNIFTY,BANKNIFTY02FEB23P43600,02-FEB-2023,OPTIDX,PE,43600.0,0.05,
2298,NFO,49422,25,BANKNIFTY,BANKNIFTY02FEB23C43600,02-FEB-2023,OPTIDX,CE,43600.0,0.05,
2299,NFO,49421,25,BANKNIFTY,BANKNIFTY02FEB23P43500,02-FEB-2023,OPTIDX,PE,43500.0,0.05,
2300,NFO,49420,25,BANKNIFTY,BANKNIFTY02FEB23C43500,02-FEB-2023,OPTIDX,CE,43500.0,0.05,
2301,NFO,49419,25,BANKNIFTY,BANKNIFTY02FEB23P43400,02-FEB-2023,OPTIDX,PE,43400.0,0.05,
2302,NFO,49418,25,BANKNIFTY,BANKNIFTY02FEB23C43400,02-FEB-2023,OPTIDX,CE,43400.0,0.05,
2303,NFO,49417,25,BANKNIFTY,BANKNIFTY02FEB23P43300,02-FEB-2023,OPTIDX,PE,43300.0,0.05,
2304,NFO,49416,25,BANKNIFTY,BANKNIFTY02FEB23C43300,02-FEB-2023,OPTIDX,CE,43300.0,0.05,
2305,NFO,49415,25,BANKNIFTY,BANKNIFTY02FEB23P43200,02-FEB-2023,OPTIDX,PE,43200.0,0.05,
2306,NFO,49414,25,BANKNIFTY,BANKNIFTY02FEB23C43200,02-FEB-2023,OPTIDX,CE,43200.0,0.05,
2307,NFO,49413,25,BANKNIFTY,BANKNIFTY02FEB23P43100,02-FEB-2023,OPTIDX,PE,43100.0,0.05,
2308,NFO,49412,25,BANKNIFTY,BANKNIFTY02FEB23C43100,02-FEB-2023,OPTIDX,CE,43100.0,0.05,
2309,NFO,49411,25,BANKNIFTY,BANKNIFTY02FEB23P43000,02-FEB-2023,OPTIDX,PE,43000.0,0.05,
2310,NFO,49410,25,BANKNIFTY,BANKNIFTY02FEB23C43000,02-FEB-2023,OPTIDX,CE,43000.0,0.05,
2311,NFO,49409,25,BANKNIFTY,BANKNIFTY02FEB23P42900,02-FEB-2023,OPTIDX,PE,42900.0,0.05,
2312,NFO,49408,25,BANKNIFTY,BANKNIFTY02FEB23C42900,02-FEB-2023,OPTIDX,CE,42900.0,0.05,
2313,NFO,49407,25,BANKNIFTY,BANKNIFTY02FEB23P42800,02-FEB-2023,OPTIDX,PE,42800.0,0.05,
2314,NFO,49406,25,BANKNIFTY,BANKNIFTY02FEB23C42800,02-FEB-2023,OPTIDX,CE,42800.0,0.05,
2315,NFO,49403,25,BANKNIFTY,BANKNIFTY02FEB23P42700,02-FEB-2023,OPTIDX,PE,42700.0,0.05,
2316,NFO,49402,25,BANKNIFTY,BANKNIFTY02FEB23C42700,02-FEB-2023,OPTIDX,CE,42700.0,0.05,
2317,NFO,49401,25,BANKNIFTY,BANKNIFTY02FEB23P42600,02-FEB-2023,OPTIDX,PE,42600.0,0.05,
2318,NFO,49400,25,BANKNIFTY,BANKNIFTY02FEB23C42600,02-FEB-2023,OPTIDX,CE,42600.0,0.05,
2319,NFO,49399,25,BANKNIFTY,BANKNIFTY02FEB23P42500,02-FEB-2023,OPTIDX,PE,42500.0,0.05,
2320,NFO,49398,25,BANKNIFTY,BANKNIFTY02FEB23C42500,02-FEB-2023,OPTIDX,CE,42500.0,0.05,
2321,NFO,49397,25,BANKNIFTY,BANKNIFTY02FEB23P42400,02-FEB-2023,OPTIDX,PE,42400.0,0.05,
2322,NFO,49392,25,BANKNIFTY,BANKNIFTY02FEB23C42400,02-FEB-2023,OPTIDX,CE,42400.0,0.05,
2323,NFO,49391,25,BANKNIFTY,BANKNIFTY02FEB23P42300,02-FEB-2023,OPTIDX,PE,42300.0,0.05,
2324,NFO,49390,25,BANKNIFTY,BANKNIFTY02FEB23C42300,02-FEB-2023,OPTIDX,CE,42300.0,0.05,
2325,NFO,49389,25,BANKNIFTY,BANKNIFTY02FEB23P42200,02-FEB-2023,OPTIDX,PE,42200.0,0.05,
2326,NFO,49388,25,BANKNIFTY,BANKNIFTY02FEB23C42200,02-FEB-2023,OPTIDX,CE,42200.0,0.05,
2327,NFO,49387,25,BANKNIFTY,BANKNIFTY02FEB23P42100,02-FEB-2023,OPTIDX,PE,42100.0,0.05,
2328,NFO,49386,25,BANKNIFTY,BANKNIFTY02FEB23C42100,02-FEB-2023,OPTIDX,CE,42100.0,0.05,
2329,NFO,49385,25,BANKNIFTY,BANKNIFTY02FEB23P42000,02-FEB-2023,OPTIDX,PE,42000.0,0.05,
2330,NFO,49384,25,BANKNIFTY,BANKNIFTY02FEB23C42000,02-FEB-2023,OPTIDX,CE,42000.0,0.05,
2331,NFO,49383,25,BANKNIFTY,BANKNIFTY02FEB23P41900,02-FEB-2023,OPTIDX,PE,41900.0,0.05,
2332,NFO,49382,25,BANKNIFTY,BANKNIFTY02FEB23C41900,02-FEB-2023,OPTIDX,CE,41900.0,0.05,
2333,NFO,49368,25,BANKNIFTY,BANKNIFTY02FEB23P41800,02-FEB-2023,OPTIDX,PE,41800.0,0.05,
2334,NFO,49367,25,BANKNIFTY,BANKNIFTY02FEB23C41800,02-FEB-2023,OPTIDX,CE,41800.0,0.05,
2335,NFO,49366,25,BANKNIFTY,BANKNIFTY02FEB23P41700,02-FEB-2023,OPTIDX,PE,41700.0,0.05,
2336,NFO,49365,25,BANKNIFTY,BANKNIFTY02FEB23C41700,02-FEB-2023,OPTIDX,CE,41700.0,0.05,
2337,NFO,49364,25,BANKNIFTY,BANKNIFTY02FEB23P41600,02-FEB-2023,OPTIDX,PE,41600.0,0.05,
2338,NFO,49363,25,BANKNIFTY,BANKNIFTY02FEB23C41600,02-FEB-2023,OPTIDX,CE,41600.0,0.05,
2339,NFO,49362,25,BANKNIFTY,BANKNIFTY02FEB23P41500,02-FEB-2023,OPTIDX,PE,41500.0,0.05,
2340,NFO,49361,25,BANKNIFTY,BANKNIFTY02FEB23C41500,02-FEB-2023,OPTIDX,CE,41500.0,0.05,
2341,NFO,49360,25,BANKNIFTY,BANKNIFTY02FEB23P41400,02-FEB-2023,OPTIDX,PE,41400.0,0.05,
2342,NFO,49359,25,BANKNIFTY,BANKNIFTY02FEB23C41400,02-FEB-2023,OPTIDX,CE,41400.0,0.05,
2343,NFO,49357,25,BANKNIFTY,BANKNIFTY02FEB23P41300,02-FEB-2023,OPTIDX,PE,41300.0,0.05,
2344,NFO,49356,25,BANKNIFTY,BANKNIFTY02FEB23C41300,02-FEB-2023,OPTIDX,CE,41300.0,0.05,
2345,NFO,49355,25,BANKNIFTY,BANKNIFTY02FEB23P41200,02-FEB-2023,OPTIDX,PE,41200.0,0.05,
2346,NFO,49354,25,BANKNIFTY,BANKNIFTY02FEB23C41200,02-FEB-2023,OPTIDX,CE,41200.0,0.05,
2347,NFO,49353,25,BANKNIFTY,BANKNIFTY02FEB23P41100,02-FEB-2023,OPTIDX,PE,41100.0,0.05,
2348,NFO,49352,25,BANKNIFTY,BANKNIFTY02FEB23C41100,02-FEB-2023,OPTIDX,CE,41100.0,0.05,
2349,NFO,49351,25,BANKNIFTY,BANKNIFTY02FEB23P41000,02-FEB-2023,OPTIDX,PE,41000.0,0.05,
2350,NFO,49350,25,BANKNIFTY,BANKNIFTY02FEB23C41000,02-FEB-2023,OPTIDX,CE,41000.0,0.05,
2351,NFO,49349,25,BANKNIFTY,BANKNIFTY02FEB23P40900,02-FEB-2023,OPTIDX,PE,40900.0,0.05,
2352,NFO,49347,25,BANKNIFTY,BANKNIFTY02FEB23C40900,02-FEB-2023,OPTIDX,CE,40900.0,0.05,
2353,NFO,49346,25,BANKNIFTY,BANKNIFTY02FEB23P40800,02-FEB-2023,OPTIDX,PE,40800.0,0.05,
2354,NFO,49345,25,BANKNIFTY,BANKNIFTY02FEB23C40800,02-FEB-2023,OPTIDX,CE,40800.0,0.05,
2355,NFO,49344,25,BANKNIFTY,BANKNIFTY02FEB23P40700,02-FEB-2023,OPTIDX,PE,40700.0,0.05,
2356,NFO,49343,25,BANKNIFTY,BANKNIFTY02FEB23C40700,02-FEB-2023,OPTIDX,CE,40700.0,0.05,
2357,NFO,49342,25,BANKNIFTY,BANKNIFTY02FEB23P40600,02-FEB-2023,OPTIDX,PE,40600.0,0.05,
2358,NFO,49341,25,BANKNIFTY,BANKNIFTY02FEB23C40600,02-FEB-2023,OPTIDX,CE,40600.0,0.05,
2359,NFO,49340,25,BANKNIFTY,BANKNIFTY02FEB23P40500,02-FEB-2023,OPTIDX,PE,40500.0,0.05,
2360,NFO,49339,25,BANKNIFTY,BANKNIFTY02FEB23C40500,02-FEB-2023,OPTIDX,CE,40500.0,0.05,
2361,NFO,49338,25,BANKNIFTY,BANKNIFTY02FEB23P40400,02-FEB-2023,OPTIDX,PE,40400.0,0.05,
2362,NFO,49332,25,BANKNIFTY,BANKNIFTY02FEB23C40400,02-FEB-2023,OPTIDX,CE,40400.0,0.05,
2363,NFO,49331,25,BANKNIFTY,BANKNIFTY02FEB23P40300,02-FEB-2023,OPTIDX,PE,40300.0,0.05,
2364,NFO,49326,25,BANKNIFTY,BANKNIFTY02FEB23C40300,02-FEB-2023,OPTIDX,CE,40300.0,0.05,
2365,NFO,49324,25,BANKNIFTY,BANKNIFTY02FEB23P40200,02-FEB-2023,OPTIDX,PE,40200.0,0.05,
2366,NFO,49314,25,BANKNIFTY,BANKNIFTY02FEB23C40200,02-FEB-2023,OPTIDX,CE,40200.0,0.05,
2367,NFO,49313,25,BANKNIFTY,BANKNIFTY02FEB23P40100,02-FEB-2023,OPTIDX,PE,40100.0,0.05,
2368,NFO,49312,25,BANKNIFTY,BANKNIFTY02FEB23C40100,02-FEB-2023,OPTIDX,CE,40100.0,0.05,
2369,NFO,49311,25,BANKNIFTY,BANKNIFTY02FEB23P40000,02-FEB-2023,OPTIDX,PE,40000.0,0.05,
2370,NFO,49308,25,BANKNIFTY,BANKNIFTY02FEB23C40000,02-FEB-2023,OPTIDX,CE,40000.0,0.05,
2371,NFO,49307,25,BANKNIFTY,BANKNIFTY02FEB23P39900,02-FEB-2023,OPTIDX,PE,39900.0,0.05,
2372,NFO,49306,25,BANKNIFTY,BANKNIFTY02FEB23C39900,02-FEB-2023,OPTIDX,CE,39900.0,0.05,
2373,NFO,49305,25,BANKNIFTY,BANKNIFTY02FEB23P39800,02-FEB-2023,OPTIDX,PE,39800.0,0.05,
2374,NFO,49302,25,BANKNIFTY,BANKNIFTY02FEB23C39800,02-FEB-2023,OPTIDX,CE,39800.0,0.05,
2375,NFO,49301,25,BANKNIFTY,BANKNIFTY02FEB23P39700,02-FEB-2023,OPTIDX,PE,39700.0,0.05,
2376,NFO,49299,25,BANKNIFTY,BANKNIFTY02FEB23C39700,02-FEB-2023,OPTIDX,CE,39700.0,0.05,
2377,NFO,49296,25,BANKNIFTY,BANKNIFTY02FEB23P39600,02-FEB-2023,OPTIDX,PE,39600.0,0.05,
2378,NFO,49295,25,BANKNIFTY,BANKNIFTY02FEB23C39600,02-FEB-2023,OPTIDX,CE,39600.0,0.05,
2379,NFO,49294,25,BANKNIFTY,BANKNIFTY02FEB23P39500,02-FEB-2023,OPTIDX,PE,39500.0,0.05,
2380,NFO,49293,25,BANKNIFTY,BANKNIFTY02FEB23C39500,02-FEB-2023,OPTIDX,CE,39500.0,0.05,
2381,NFO,49292,25,BANKNIFTY,BANKNIFTY02FEB23P39400,02-FEB-2023,OPTIDX,PE,39400.0,0.05,
2382,NFO,49273,25,BANKNIFTY,BANKNIFTY02FEB23C39400,02-FEB-2023,OPTIDX,CE,39400.0,0.05,
2383,NFO,49271,25,BANKNIFTY,BANKNIFTY02FEB23P39300,02-FEB-2023,OPTIDX,PE,39300.0,0.05,
2384,NFO,49266,25,BANKNIFTY,BANKNIFTY02FEB23C39300,02-FEB-2023,OPTIDX,CE,39300.0,0.05,
2385,NFO,49265,25,BANKNIFTY,BANKNIFTY02FEB23P39200,02-FEB-2023,OPTIDX,PE,39200.0,0.05,
2386,NFO,49264,25,BANKNIFTY,BANKNIFTY02FEB23C39200,02-FEB-2023,OPTIDX,CE,39200.0,0.05,
2387,NFO,49263,25,BANKNIFTY,BANKNIFTY02FEB23P39100,02-FEB-2023,OPTIDX,PE,39100.0,0.05,
2388,NFO,49260,25,BANKNIFTY,BANKNIFTY02FEB23C39100,02-FEB-2023,OPTIDX,CE,39100.0,0.05,
2389,NFO,49259,25,BANKNIFTY,BANKNIFTY02FEB23P39000,02-FEB-2023,OPTIDX,PE,39000.0,0.05,
2390,NFO,49258,25,BANKNIFTY,BANKNIFTY02FEB23C39000,02-FEB-2023,OPTIDX,CE,39000.0,0.05,
2391,NFO,49257,25,BANKNIFTY,BANKNIFTY02FEB23P38900,02-FEB-2023,OPTIDX,PE,38900.0,0.05,
2392,NFO,49256,25,BANKNIFTY,BANKNIFTY02FEB23C38900,02-FEB-2023,OPTIDX,CE,38900.0,0.05,
2393,NFO,49255,25,BANKNIFTY,BANKNIFTY02FEB23P38800,02-FEB-2023,OPTIDX,PE,38800.0,0.05,
2394,NFO,49252,25,BANKNIFTY,BANKNIFTY02FEB23C38800,02-FEB-2023,OPTIDX,CE,38800.0,0.05,
2395,NFO,49251,25,BANKNIFTY,BANKNIFTY02FEB23P38700,02-FEB-2023,OPTIDX,PE,38700.0,0.05,
2396,NFO,49246,25,BANKNIFTY,BANKNIFTY02FEB23C38700,02-FEB-2023,OPTIDX,CE,38700.0,0.05,
2397,NFO,49245,25,BANKNIFTY,BANKNIFTY02FEB23P38600,02-FEB-2023,OPTIDX,PE,38600.0,0.05,
2398,NFO,49244,25,BANKNIFTY,BANKNIFTY02FEB23C38600,02-FEB-2023,OPTIDX,CE,38600.0,0.05,
2399,NFO,49243,25,BANKNIFTY,BANKNIFTY02FEB23P38500,02-FEB-2023,OPTIDX,PE,38500.0,0.05,
2400,NFO,49242,25,BANKNIFTY,BANKNIFTY02FEB23C38500,02-FEB-2023,OPTIDX,CE,38500.0,0.05,
2401,NFO,49241,25,BANKNIFTY,BANKNIFTY02FEB23P38400,02-FEB-2023,OPTIDX,PE,38400.0,0.05,
2402,NFO,49240,25,BANKNIFTY,BANKNIFTY02FEB23C38400,02-FEB-2023,OPTIDX,CE,38400.0,0.05,
2403,NFO,49239,25,BANKNIFTY,BANKNIFTY02FEB23P38000,02-FEB-2023,OPTIDX,PE,38000.0,0.05,
2404,NFO,49238,25,BANKNIFTY,BANKNIFTY02FEB23C38000,02-FEB-2023,OPTIDX,CE,38000.0,0.05,
2405,NFO,49237,25,BANKNIFTY,BANKNIFTY02FEB23P37500,02-FEB-2023,OPTIDX,PE,37500.0,0.05,
2406,NFO,49236,25,BANKNIFTY,BANKNIFTY02FEB23C37500,02-FEB-2023,OPTIDX,CE,37500.0,0.05,
2407,NFO,49235,25,BANKNIFTY,BANKNIFTY02FEB23P37000,02-FEB-2023,OPTIDX,PE,37000.0,0.05,
2408,NFO,49234,25,BANKNIFTY,BANKNIFTY02FEB23C37000,02-FEB-2023,OPTIDX,CE,37000.0,0.05,
2409,NFO,49233,25,BANKNIFTY,BANKNIFTY02FEB23P36500,02-FEB-2023,OPTIDX,PE,36500.0,0.05,
